study;version;doi;field_start;field_end;id;lastname;firstname;gender;state;party;district_name;district_number;incumbent;list_place;isListed;isDC;screen_name1;screen_name2;user_id1;user_id2;change_v2
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3376;"Reinalter";"Anja Margit";"w";"BW";"GRÜNE";"Biberach";292;0;18;1;1;"anjareinalter";"";"1398922666069872641";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11687;"Reinert";"Thomas";"m";"NW";"GRÜNE";"";;0;64;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9154;"Reinhold";"Hagen";"m";"MV";"FDP";"Rostock  Landkreis Rostock II";14;1;1;1;1;"reinholdmdb";"";"925657781759332353";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";9146;"Reinke";"Christian";"m";"MV";"SPD";"";;0;7;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4528;"Reisacher";"Lucas Maria";"m";"BY";"CSU";"";;0;55;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15060;"Reiter";"Sabine Elfriede";"w";"SL";"FDP";"";;0;9;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";15029;"Reiter";"Jonas";"m";"SL";"CDU";"";;0;13;1;0;"joreiter";"";"242068923";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4655;"Renner";"Sascha";"m";"BY";"FDP";"";;0;44;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16144;"Renner";"Carolin";"w";"SN";"GRÜNE";"";;0;13;1;0;"caro_rennt";"";"1386795508648353793";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18312;"Renner";"Martina Erika";"w";"TH";"DIE LINKE";"Eisenach  Wartburgkreis  Unstrut-Hainich-Kreis";190;1;3;1;1;"martinarenner";"";"68920005";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11777;"Renner";"Martin Erwin";"m";"NW";"AfD";"Mettmann I";104;1;4;1;1;"renner_afd";"";"2535401947";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4725;"Renz-Hübner";"Lisa Nadine";"w";"BY";"GRÜNE";"";;0;57;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7072;"Resch";"Marcus Angelus";"m";"HE";"AfD";"Rheingau-Taunus  Limburg";178;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4726;"Reusch";"Ralf";"m";"BY";"GRÜNE";"Hof";239;0;60;1;1;"reuschralf";"";"1377345272657874948";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11615;"Reuther";"Bernd";"m";"NW";"FDP";"Wesel I";113;1;13;1;1;"reuther_bernd";"";"930422173478608903";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3226;"Reznitcaia";"Iulia";"w";"BW";"CDU";"";;0;57;1;0;"julietta7star";"";"162806264";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11543;"Rhie";"Ye-One";"w";"NW";"SPD";"Aachen I";87;0;30;1;1;"yeone_rhie";"";"722757627877335040";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18288;"Richter";"Michelle";"w";"TH";"FDP";"";;0;10;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16125;"Richter";"Martin Max";"m";"SN";"FDP";"Nordsachsen";151;0;6;1;1;"fdprichter";"";"1380980496553885699";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4727;"Richter";"Wiebke";"w";"BY";"GRÜNE";"";;0;23;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11544;"Richter";"Michael";"m";"NW";"SPD";"";;0;76;1;0;"birnstab";"";"2721968432";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2139;"Richter";"Maya";"w";"BE";"GRÜNE";"";;0;11;1;0;"mayaliebtbaum";"";"2864371177";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1009;"Rick";"Sebastian";"m";"BB";"CDU";"";;0;11;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3454;"Rickersfeld";"Ruth";"w";"BW";"AfD";"Bruchsal  Schwetzingen";278;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10285;"Ridder";"Daniela Friederike";"w";"NI";"SPD";"Mittelems";31;1;24;1;1;"deridder_mdb";"";"2842430247";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10226;"Rieck-Vogt";"Diana";"w";"NI";"CDU";"Stadt Hannover II";42;0;16;1;1;"rieckvogt";"";"974051154874306560";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2121;"Riedel";"Ann Cathrin";"w";"BE";"FDP";"Berlin-Friedrichshain-Kreuzberg  Prenzlauer Berg Ost";83;0;5;1;1;"anncathrin87";"";"54244057";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3227;"Rief";"Josef";"m";"BW";"CDU";"Biberach";292;1;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11688;"Riesmeier";"Niklas";"m";"NW";"GRÜNE";"Höxter  Gütersloh III  Lippe II";136;0;54;1;1;"nikriesmeier";"";"1347887229948067843";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3408;"Riexinger";"Bernd Karl";"m";"BW";"DIE LINKE";"Stuttgart I";258;1;1;1;1;"b_riexinger";"";"849012308";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11462;"Rilke-Haerst";"Veronika";"w";"NW";"CDU";"";;0;58;1;0;"verarilke";"";"1522682911";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11545;"Rimkus";"Andreas";"m";"NW";"SPD";"Düsseldorf II";107;1;19;1;1;"andreas_rimkus";"";"30838821";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10404;"Rinck";"Frank Martin Klaus";"m";"NI";"AfD";"Hildesheim";48;0;2;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11546;"Rinkert";"Daniel";"m";"NW";"SPD";"Neuss I";108;0;33;1;1;"danielrinkert";"";"1118689765";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10227;"Risius";"Andrea Christine";"w";"NI";"CDU";"";;0;36;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3323;"Ritter";"Tino Josef";"m";"BW";"FDP";"Emmendingen  Lahr";283;0;35;1;1;"tino_ritter";"";"874629032100454401";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13946;"Rix";"Sönke";"m";"SH";"SPD";"Rendsburg-Eckernförde";4;1;1;1;1;"soenkerix";"";"36327895";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3467;"Rizzotto";"David";"m";"BW";"DIE LINKE";"Ulm";291;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10390;"Rocznik";"Stephan";"m";"NI";"DIE LINKE";"";;0;15;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10286;"Rohde";"Dennis";"m";"NI";"SPD";"Oldenburg  Ammerland";27;1;7;1;1;"dennisrohde";"";"18160122";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4656;"Rohn";"Jens Armin";"m";"BY";"FDP";"";;0;62;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16093;"Rohwer";"Lars";"m";"SN";"CDU";"Dresden II  Bautzen II";160;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4657;"Roloff";"Simon";"m";"BY";"FDP";"";;0;56;1;0;"roloffsimon";"";"1353716702131986432";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4590;"Roloff";"Sebastian Jörg";"m";"BY";"SPD";"München-Süd";219;0;5;1;1;"sebroloff";"";"482763399";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13917;"Rönnau";"Stefanie";"w";"SH";"CDU";"";;0;22;1;0;"_roennau";"";"604527988";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13985;"Röpcke";"Uta";"w";"SH";"GRÜNE";"";;0;17;1;0;"utaroepcke";"";"460222442";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13918;"Röpke-Modenbach";"Britta";"w";"SH";"CDU";"";;0;20;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13959;"Rösch";"Philipp";"m";"SH";"FDP";"Pinneberg";7;0;5;1;1;"ph_roesch_fdp";"";"1410921931994505218";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";17201;"Rösel";"Kathrin";"w";"ST";"CDU";"";;0;12;1;0;"kathyr111";"";"406393163";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12866;"Rosemann";"Ricarda";"w";"RP";"GRÜNE";"";;0;13;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3281;"Rosemann";"Martin";"m";"BW";"SPD";"Tübingen";290;1;4;1;1;"martinrosemann";"";"28784085";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11463;"Rosen";"Laura Ann";"w";"NW";"CDU";"Gelsenkirchen";123;0;30;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";2111;"Rosensky";"Ulrike Antje";"w";"BE";"SPD";"";;0;11;1;0;"ulrikerosensky";"";"2821347969";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11547;"Rosenthal";"Jessica";"w";"NW";"SPD";"Bonn";96;0;20;1;1;"jessi_rosenthal";"";"1250663306286817282";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";1010;"Rosentreter";"Daniel";"m";"BB";"CDU";"Frankfurt (Oder)  Oder-Spree";63;0;10;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4529;"Rosner";"Huberth";"m";"BY";"CSU";"";;0;39;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12867;"Rößner";"Tabea";"w";"RP";"GRÜNE";"Mainz";205;1;1;1;1;"tabearoessner";"";"53351462";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";7041;"Roth";"Benjamin";"m";"HE";"DIE LINKE";"";;0;14;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4530;"Roth";"Jasmin";"w";"BY";"CSU";"";;0;84;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4728;"Roth";"Claudia Benedikta";"w";"BY";"GRÜNE";"Augsburg-Stadt";252;1;1;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6953;"Roth";"Michael";"m";"HE";"SPD";"Werra-Meißner  Hersfeld-Rotenburg";169;1;1;1;1;"miro_spd";"";"1114675538";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3411;"Röth";"Sibylle";"w";"BW";"DIE LINKE";"Konstanz";287;0;19;1;1;"roethsibylle";"";"1379793984881577984";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3470;"Rothenbacher";"Jan";"m";"BW";"SPD";"Ulm";291;0;;0;1;"janrothenb";"";"3347244099";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3229;"Rothenberger";"Johannes";"m";"BW";"CDU";"";;0;9;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6954;"Rothermel";"Jelena";"w";"HE";"SPD";"";;0;28;1;0;"jelenaro";"";"1134308664";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4822;"Rothfuß";"Rainer";"m";"BY";"AfD";"Oberallgäu";256;0;13;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4658;"Rothlehner";"Claus Peter";"m";"BY";"FDP";"Rottal-Inn";230;0;37;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3455;"Rothweiler";"Martin";"m";"BW";"AfD";"Schwarzwald-Baar";286;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11465;"Röttgen";"Norbert Alois";"m";"NW";"CDU";"Rhein-Sieg-Kreis II";98;1;;0;1;"n_roettgen";"";"1040160799208161280";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4729;"Rottmann";"Manuela";"w";"BY";"GRÜNE";"Bad Kissingen";248;1;5;1;1;"manuelarottman";"";"984735466783232000";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3456;"Rotzinger";"René";"m";"BW";"AfD";"Karlsruhe-Land";272;0;;0;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11464;"Rouenhoff";"Stefan";"m";"NW";"CDU";"Kleve";112;1;36;1;1;"stefanrouenhoff";"";"963904327";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";5836;"Röwekamp";"Thomas";"m";"HB";"CDU";"Bremen I";54;0;1;1;1;"tr_bremen";"";"1108680958100848640";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16163;"Rubach";"Philipp Johannes";"m";"SN";"DIE LINKE";"Nordsachsen";151;0;8;1;1;"philipprubach";"";"1290226192595988481";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6990;"Rube";"Jochen Helmut";"m";"HE";"FDP";"Waldeck";167;0;9;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12794;"Rüddel";"Erwin Josef";"m";"RP";"CDU";"Neuwied";197;1;7;1;1;"erwin_rueddel";"";"33071479";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10324;"Rüdel";"Daniel Stephan";"m";"NI";"FDP";"Oldenburg  Ammerland";27;0;10;1;1;"daniel_ruedel";"";"1321753146146934785";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";18275;"Rudolph";"Tina";"w";"TH";"SPD";"Eisenach  Wartburgkreis  Unstrut-Hainich-Kreis";190;0;4;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12813;"Rudolph";"Thorsten";"m";"RP";"SPD";"Koblenz";199;0;3;1;1;"jethoru";"";"540276932";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";13984;"Rudow";"Lydia Johanna";"w";"SH";"GRÜNE";"";;0;22;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";6955;"Ruf";"Nadine";"w";"HE";"SPD";"Wiesbaden";179;0;10;1;1;"ruf_nadine";"";"2638674329";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";12868;"Rüffer";"Corinna Martina";"w";"RP";"GRÜNE";"Trier";203;1;3;1;1;"crueffer";"";"1524735194";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";16094;"Ruge";"Christina";"w";"SN";"CDU";"";;0;15;1;0;"chri_ru";"";"2984585201";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4591;"Rüger";"Korbinian Nicholas";"m";"BY";"SPD";"München-Land";221;0;;0;1;"korbinianrueger";"";"4258841536";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";11823;"Rummler";"Bernd";"m";"NW";"AfD";"Oberbergischer Kreis";99;0;;0;1;"rummler_bernd";"";"1027231684029284352";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10287;"Rump";"Daniela";"w";"NI";"SPD";"";;0;36;1;0;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3409;"Runge";"Jasmin Scheiwanthi";"w";"BW";"DIE LINKE";"Ravensburg";294;0;11;1;1;"";"";"";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";3410;"Rupp";"Jörg Alfred";"m";"BW";"DIE LINKE";"Karlsruhe-Land";272;0;18;1;1;"joergrupp";"";"22049748";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4531;"Rupprecht";"Albert Robert";"m";"BY";"CSU";"Weiden";235;1;;0;1;"";"";"";"";1
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10323;"Ruschmeyer";"Nino";"m";"NI";"FDP";"Harburg";36;0;12;1;1;"ninoruschmeyer";"";"1112989294854111232";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4774;"Ruttmann";"Hermann";"m";"BY";"DIE LINKE";"Fürth";243;0;10;1;1;"hermannruttmann";"";"1027478119354183680";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";4592;"Rützel";"Bernd Ferdinand";"m";"BY";"SPD";"Main-Spessart";249;1;7;1;1;"ruetzelbernd";"";"1113004743733993472";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";5843;"Ryglewski";"Sarah Janina";"w";"HB";"SPD";"Bremen I";54;1;1;1;1;"ryglewskis";"";"4858227178";"";0
"ZA7721 Twitter-Accounts der Kandidierenden zur Bundestagswahl 2021";"2-0-0 (2021-09-07)";"doi:10.4232/1.13790";"2020-11-01";"2021-08-27";10288;"Saathoff";"Johann";"m";"NI";"SPD";"Aurich  Emden";24;1;11;1;1;"johann_saathoff";"";"159217491";"";0
